region,region_code,period,all_providers,all_primary_care_providers,all_physicians,all_primary_care_physicians,all_nurse_practitioners,all_primary_care_nurse_practitioners,all_physician_assistants,all_primary_care_physician_assistants
New York,NY,2011,198,96,174,79,20,16,5,1
New York,NY,2011,3516,1806,3216,1625,103,71,197,110
New York,NY,2011,295,141,219,104,38,20,38,17
New York,NY,2011,952,378,849,336,35,18,69,24
New York,NY,2011,730,305,649,270,49,26,32,9
New York,NY,2011,204,127,147,79,28,25,29,23
New York,NY,2011,437,210,316,152,53,32,68,26
New York,NY,2011,353,149,277,108,36,18,40,23
New York,NY,2011,48,25,34,15,7,5,7,5
New York,NY,2011,28,19,22,14,3,2,3,3
New York,NY,2011,26,22,13,11,6,5,6,6
New York,NY,2011,210,107,149,71,43,27,18,9
New York,NY,2011,3794,1512,3092,1131,377,184,325,197
New York,NY,2011,101,49,76,35,16,12,8,2
New York,NY,2011,32,30,21,18,10,10,2,2
New York,NY,2011,231,120,184,84,32,28,15,8
New York,NY,2011,365,169,293,128,45,25,27,16
New York,NY,2011,297,129,201,72,35,25,61,32
New York,NY,2011,44,40,27,23,6,6,11,11
New York,NY,2011,83,60,59,45,12,7,12,8
New York,NY,2011,2794,1091,2546,977,171,91,78,23
New York,NY,2011,52,27,31,16,10,8,10,3
New York,NY,2011,40,32,22,19,15,10,3,3
North Carolina,NC,2011,272,130,227,100,24,18,21,12
North Carolina,NC,2011,29,24,18,15,2,2,8,7
North Carolina,NC,2011,12,11,9,8,2,2,1,1
North Carolina,NC,2011,28,17,24,13,1,1,4,3
North Carolina,NC,2011,27,19,18,12,6,6,3,1
North Carolina,NC,2011,21,11,16,8,5,3,0,0
North Carolina,NC,2011,87,44,60,26,18,15,10,3
North Carolina,NC,2011,21,20,10,9,3,3,8,8
North Carolina,NC,2011,33,31,18,16,7,7,8,8
North Carolina,NC,2011,132,90,92,57,18,16,23,17
North Carolina,NC,2011,937,364,737,291,87,41,113,32
North Carolina,NC,2011,165,80,138,58,18,14,10,8
North Carolina,NC,2011,497,250,401,192,48,36,48,22
North Carolina,NC,2011,99,59,76,41,16,14,7,4
North Carolina,NC,2011,0,0,0,0,0,0,0,0
North Carolina,NC,2011,148,85,96,47,26,22,26,16
North Carolina,NC,2011,18,17,10,10,5,5,2,2
North Carolina,NC,2011,443,176,318,112,64,42,61,22
North Carolina,NC,2011,44,41,29,26,13,13,2,2
North Carolina,NC,2011,35,21,24,12,3,3,8,6
North Carolina,NC,2011,26,14,23,13,1,1,2,0
North Carolina,NC,2011,8,8,4,4,4,4,0,0
North Carolina,NC,2011,193,98,147,69,26,19,19,10
North Carolina,NC,2011,87,60,57,34,13,11,17,15
North Carolina,NC,2011,232,78,188,60,22,12,22,6
North Carolina,NC,2011,640,293,487,212,45,25,108,56
North Carolina,NC,2011,7,6,6,5,1,1,0,0
North Carolina,NC,2011,72,46,51,28,3,3,18,15
North Carolina,NC,2011,185,98,146,76,17,12,23,10
North Carolina,NC,2011,38,28,22,16,9,8,7,4
North Carolina,NC,2011,48,40,33,27,13,12,2,1
North Carolina,NC,2011,1165,329,968,280,96,19,101,30
North Carolina,NC,2011,51,39,37,27,6,6,8,6
North Carolina,NC,2011,1409,477,1138,354,75,39,196,84
North Carolina,NC,2011,31,20,23,12,6,6,2,2
North Carolina,NC,2011,494,231,394,169,40,24,60,38
North Carolina,NC,2011,6,6,3,3,3,3,0,0
North Carolina,NC,2011,6,6,3,3,2,2,1,1
North Carolina,NC,2011,61,44,41,31,11,7,8,6
North Carolina,NC,2011,13,12,9,8,3,3,1,1
North Carolina,NC,2011,1314,568,1002,421,126,79,187,68
North Carolina,NC,2011,79,45,60,29,8,8,11,8
North Carolina,NC,2011,121,67,83,40,13,7,26,20
North Carolina,NC,2011,102,53,86,44,9,4,7,5
North Carolina,NC,2011,255,134,203,98,26,24,26,12
North Carolina,NC,2011,44,23,32,13,5,5,7,5
North Carolina,NC,2011,25,25,14,14,3,3,8,8
North Carolina,NC,2011,5,5,2,2,3,3,0,0
North Carolina,NC,2011,378,159,299,121,33,17,46,21
North Carolina,NC,2011,84,42,56,28,15,8,13,6
North Carolina,NC,2011,170,98,122,66,28,21,20,11
North Carolina,NC,2011,22,15,20,14,1,1,0,0
North Carolina,NC,2011,110,55,88,41,8,6,13,8
North Carolina,NC,2011,113,51,88,36,10,8,14,7
North Carolina,NC,2011,111,62,89,47,10,10,11,5
North Carolina,NC,2011,49,31,34,19,7,7,8,5
North Carolina,NC,2011,81,46,71,39,7,4,3,3
North Carolina,NC,2011,20,20,12,12,4,4,4,4
North Carolina,NC,2011,16,11,13,9,1,1,2,1
North Carolina,NC,2011,2689,994,2195,826,200,88,294,80
North Carolina,NC,2011,22,18,19,14,2,2,2,2
North Carolina,NC,2011,25,12,18,5,1,1,6,6
North Carolina,NC,2011,281,112,217,82,28,16,36,14
North Carolina,NC,2011,192,90,138,65,12,5,42,20
North Carolina,NC,2011,741,277,543,199,67,43,132,35
North Carolina,NC,2011,6,6,4,4,1,1,1,1
North Carolina,NC,2011,200,101,139,64,22,18,39,19
North Carolina,NC,2011,832,310,726,262,60,28,46,20
North Carolina,NC,2011,9,9,5,5,2,2,2,2
North Carolina,NC,2011,100,44,79,36,6,3,15,5
North Carolina,NC,2011,45,42,28,24,10,10,8,8
North Carolina,NC,2011,4,4,2,2,0,0,2,2
North Carolina,NC,2011,44,29,29,16,7,5,8,8
North Carolina,NC,2011,706,238,563,169,60,32,83,37
North Carolina,NC,2011,38,19,28,12,3,3,7,4
North Carolina,NC,2011,152,100,105,64,24,22,22,14
North Carolina,NC,2011,87,44,65,29,12,11,10,4
North Carolina,NC,2011,191,110,128,66,25,20,38,24
North Carolina,NC,2011,158,74,114,40,24,20,19,14
North Carolina,NC,2011,184,90,137,63,18,12,28,15
North Carolina,NC,2011,99,48,73,33,19,12,8,3
North Carolina,NC,2011,78,48,59,33,8,7,11,8
North Carolina,NC,2011,70,38,51,26,6,6,12,6
North Carolina,NC,2011,91,41,73,29,11,7,6,5
North Carolina,NC,2011,49,25,26,14,10,7,12,4
North Carolina,NC,2011,172,106,119,68,30,21,24,17
North Carolina,NC,2011,15,13,12,10,2,2,2,1
North Carolina,NC,2011,56,26,45,22,4,2,6,2
North Carolina,NC,2011,0,0,0,0,0,0,0,0
North Carolina,NC,2011,211,116,165,87,16,10,29,19
North Carolina,NC,2011,72,34,55,20,6,4,11,10
North Carolina,NC,2011,2152,926,1701,714,214,124,237,88
North Carolina,NC,2011,7,5,4,2,2,2,1,1
North Carolina,NC,2011,9,8,8,7,1,1,0,0
North Carolina,NC,2011,129,63,99,41,17,14,13,8
North Carolina,NC,2011,192,82,146,62,15,12,30,8
North Carolina,NC,2011,97,55,74,38,9,8,14,9
North Carolina,NC,2011,151,70,115,50,9,6,28,14
North Carolina,NC,2011,20,16,14,11,5,5,0,0
North Carolina,NC,2011,19,19,15,14,3,3,2,2
North Dakota,ND,2011,12,7,9,4,1,1,2,2
North Dakota,ND,2011,20,12,17,9,2,2,1,1
North Dakota,ND,2011,5,5,3,3,2,2,0,0
North Dakota,ND,2011,0,0,0,0,0,0,0,0
North Dakota,ND,2011,5,5,3,3,1,1,1,1
North Dakota,ND,2011,8,7,5,5,2,2,2,0
North Dakota,ND,2011,0,0,0,0,0,0,0,0
North Dakota,ND,2011,315,106,250,84,52,18,13,4
North Dakota,ND,2011,516,167,419,130,46,20,52,17
North Dakota,ND,2011,3,4,2,2,2,2,0,0
North Dakota,ND,2011,11,11,3,3,2,2,6,6
North Dakota,ND,2011,4,4,2,2,1,1,1,1
North Dakota,ND,2011,3,0,1,0,2,0,0,0
North Dakota,ND,2011,0,0,0,0,0,0,0,0
North Dakota,ND,2011,4,4,1,1,2,2,1,1
North Dakota,ND,2011,7,6,4,3,0,0,3,3
North Dakota,ND,2011,0,0,0,0,0,0,0,0
North Dakota,ND,2011,301,92,239,74,40,12,22,6
North Dakota,ND,2011,4,5,2,2,2,2,1,1
North Dakota,ND,2011,4,4,1,1,3,3,0,0
North Dakota,ND,2011,4,4,2,2,1,1,1,1
North Dakota,ND,2011,1,1,1,1,0,0,0,0
North Dakota,ND,2011,2,2,0,0,2,2,0,0
North Dakota,ND,2011,0,0,0,0,0,0,0,0
North Dakota,ND,2011,4,5,2,2,2,2,1,1
North Dakota,ND,2011,6,6,2,2,1,1,3,3
North Dakota,ND,2011,3,3,1,1,1,1,1,1
North Dakota,ND,2011,14,13,4,4,8,8,1,1
North Dakota,ND,2011,13,12,7,6,5,5,1,1
North Dakota,ND,2011,14,13,10,10,2,2,1,1
North Dakota,ND,2011,8,8,4,4,3,3,1,1
North Dakota,ND,2011,3,3,2,2,1,1,0,0
North Dakota,ND,2011,0,0,0,0,0,0,0,0
North Dakota,ND,2011,10,10,5,5,4,4,1,1
North Dakota,ND,2011,8,6,4,2,4,4,0,0
North Dakota,ND,2011,24,18,18,12,5,5,1,1
North Dakota,ND,2011,10,7,5,3,1,1,4,3
North Dakota,ND,2011,0,0,0,0,0,0,0,0
North Dakota,ND,2011,24,17,20,13,2,2,2,2
North Dakota,ND,2011,19,18,9,8,3,3,7,7
North Dakota,ND,2011,5,4,1,1,1,1,2,2
North Dakota,ND,2011,0,0,0,0,0,0,0,0
North Dakota,ND,2011,3,3,2,2,1,1,0,0
North Dakota,ND,2011,0,0,0,0,0,0,0,0
North Dakota,ND,2011,35,26,25,17,5,5,5,4
North Dakota,ND,2011,0,0,0,0,0,0,0,0
North Dakota,ND,2011,53,28,37,16,10,6,6,6
North Dakota,ND,2011,4,3,0,0,2,2,1,1
North Dakota,ND,2011,8,8,6,5,1,1,2,2
North Dakota,ND,2011,12,11,8,7,2,2,2,2
North Dakota,ND,2011,158,61,129,45,23,13,6,3
North Dakota,ND,2011,4,4,2,2,1,1,1,1
North Dakota,ND,2011,50,29,37,19,8,5,5,5
Ohio,OH,2011,25,14,22,12,2,1,1,1
Ohio,OH,2011,332,107,266,80,36,20,30,7
Ohio,OH,2011,69,35,61,30,5,4,3,1
Ohio,OH,2011,126,69,107,54,9,7,10,8
Ohio,OH,2011,127,83,111,71,14,11,2,1
Ohio,OH,2011,43,35,38,29,4,4,2,2
Ohio,OH,2011,107,56,80,47,15,8,12,1
Ohio,OH,2011,44,27,37,21,4,3,3,3
Ohio,OH,2011,588,228,515,192,51,29,23,7
Ohio,OH,2011,9,8,7,6,2,2,0,0
Ohio,OH,2011,15,12,15,12,0,0,0,0
Ohio,OH,2011,222,101,193,79,18,15,12,7
Ohio,OH,2011,180,104,167,95,12,8,1,1
Ohio,OH,2011,70,39,63,32,7,7,0,0
Ohio,OH,2011,150,84,136,72,10,8,4,4
Ohio,OH,2011,39,20,36,18,1,1,2,1
Ohio,OH,2011,61,37,50,27,8,7,3,3
Ohio,OH,2011,4594,1368,4203,1250,288,102,103,16
Ohio,OH,2011,56,32,49,28,3,2,4,2
Ohio,OH,2011,76,31,69,25,4,4,3,2
Ohio,OH,2011,270,136,240,114,27,20,4,2
Ohio,OH,2011,154,65,135,54,12,6,8,5
Ohio,OH,2011,230,108,190,90,16,7,24,11
Ohio,OH,2011,44,27,32,16,12,11,0,0
Ohio,OH,2011,3646,1261,3243,1118,275,114,129,29
Ohio,OH,2011,52,24,46,21,4,3,2,0
Ohio,OH,2011,109,47,103,44,5,3,1,0
Ohio,OH,2011,113,65,105,60,4,3,4,2
Ohio,OH,2011,239,120,211,107,17,10,11,3
Ohio,OH,2011,68,34,57,26,9,8,2,0
Ohio,OH,2011,2866,965,2528,846,243,98,95,21
Ohio,OH,2011,145,70,116,58,12,7,18,5
Ohio,OH,2011,22,15,18,12,1,1,2,2
Ohio,OH,2011,9,6,8,5,1,1,0,0
Ohio,OH,2011,22,15,19,12,2,2,1,1
Ohio,OH,2011,57,27,47,18,8,7,2,2
Ohio,OH,2011,27,20,22,15,5,5,0,0
Ohio,OH,2011,33,19,32,18,0,0,1,1
Ohio,OH,2011,125,66,106,51,14,11,5,4
Ohio,OH,2011,57,33,46,24,12,9,0,0
Ohio,OH,2011,110,47,93,39,15,6,2,2
Ohio,OH,2011,66,45,53,34,12,10,2,1
Ohio,OH,2011,429,204,388,185,33,16,8,3
Ohio,OH,2011,42,32,32,24,8,8,2,0
Ohio,OH,2011,170,81,150,66,14,11,6,4
Ohio,OH,2011,59,33,53,28,6,5,0,0
Ohio,OH,2011,454,206,396,180,35,19,23,7
Ohio,OH,2011,1306,460,1134,387,115,54,56,19
Ohio,OH,2011,35,22,32,19,3,3,0,0
Ohio,OH,2011,587,219,496,190,61,22,31,7
Ohio,OH,2011,128,63,97,42,12,7,20,14
Ohio,OH,2011,238,131,210,115,22,14,6,2
Ohio,OH,2011,12,10,8,7,4,3,0,0
Ohio,OH,2011,79,24,74,20,4,4,1,0
Ohio,OH,2011,150,70,120,51,18,16,12,3
Ohio,OH,2011,8,7,4,4,3,2,1,1
Ohio,OH,2011,1500,580,1307,504,104,58,89,18
Ohio,OH,2011,7,6,5,4,2,2,0,0
Ohio,OH,2011,16,13,11,8,6,5,0,0
Ohio,OH,2011,200,75,167,60,27,15,6,0
Ohio,OH,2011,5,5,3,3,2,2,0,0
Ohio,OH,2011,30,26,28,24,2,2,0,0
Ohio,OH,2011,15,8,14,7,0,0,1,1
Ohio,OH,2011,17,16,12,11,4,4,1,1
Ohio,OH,2011,50,25,46,23,3,2,1,0
Ohio,OH,2011,27,25,20,19,6,6,0,0
Ohio,OH,2011,172,94,147,81,18,12,6,1
Ohio,OH,2011,30,22,19,13,4,4,6,5
Ohio,OH,2011,23,20,18,15,4,4,1,1
Ohio,OH,2011,220,115,170,78,40,35,10,2
Ohio,OH,2011,175,68,162,60,13,8,1,0
Ohio,OH,2011,77,47,67,38,8,8,2,1
Ohio,OH,2011,134,57,112,43,18,12,4,2
Ohio,OH,2011,66,34,59,28,6,6,0,0
Ohio,OH,2011,69,30,63,27,3,2,3,1
Ohio,OH,2011,894,403,773,338,88,57,32,8
Ohio,OH,2011,1330,544,1167,478,128,54,35,12
Ohio,OH,2011,289,146,266,133,19,10,4,3
Ohio,OH,2011,129,72,112,62,14,8,3,2
Ohio,OH,2011,70,39,65,34,4,4,1,1
Ohio,OH,2011,39,18,29,12,7,4,3,2
Ohio,OH,2011,4,3,4,3,0,0,0,0
Ohio,OH,2011,295,179,263,160,25,17,7,2
Ohio,OH,2011,142,67,119,52,20,13,3,2
Ohio,OH,2011,302,104,267,92,28,11,6,1
Ohio,OH,2011,48,25,41,20,5,4,2,1
Ohio,OH,2011,190,110,150,83,30,23,9,4
Ohio,OH,2011,23,12,21,10,2,2,0,0
Oklahoma,OK,2011,24,20,18,14,4,4,2,2
Oklahoma,OK,2011,4,5,2,2,2,2,1,1
Oklahoma,OK,2011,6,6,4,4,0,0,2,2
Oklahoma,OK,2011,4,5,2,2,2,2,1,1
Oklahoma,OK,2011,45,27,36,18,8,8,1,1
Oklahoma,OK,2011,13,13,9,9,2,2,2,2
Oklahoma,OK,2011,67,37,51,28,9,7,6,2
Oklahoma,OK,2011,14,13,10,9,0,0,4,4
Oklahoma,OK,2011,90,64,73,51,5,3,12,10
Oklahoma,OK,2011,101,40,76,28,7,7,18,5
Oklahoma,OK,2011,66,39,55,32,5,4,6,3
Oklahoma,OK,2011,16,12,11,8,1,0,4,4
Oklahoma,OK,2011,5,5,4,4,0,0,1,1
Oklahoma,OK,2011,359,154,284,113,28,22,47,19
Oklahoma,OK,2011,4,4,2,2,0,0,2,2
Oklahoma,OK,2011,221,110,199,96,7,5,15,9
Oklahoma,OK,2011,1,1,1,1,0,0,0,0
Oklahoma,OK,2011,20,12,15,7,3,3,2,2
Oklahoma,OK,2011,41,33,31,25,2,2,8,6
Oklahoma,OK,2011,40,33,32,24,7,7,2,2
Oklahoma,OK,2011,44,30,34,20,9,9,1,1
Oklahoma,OK,2011,1,1,1,1,0,0,0,0
Oklahoma,OK,2011,4,4,3,3,1,1,0,0
Oklahoma,OK,2011,141,61,118,47,8,6,15,8
Oklahoma,OK,2011,20,17,13,10,1,1,6,6
Oklahoma,OK,2011,54,34,37,19,2,2,15,13
Oklahoma,OK,2011,3,3,2,2,1,1,0,0
Oklahoma,OK,2011,2,2,2,2,0,0,0,0
Oklahoma,OK,2011,2,2,2,2,0,0,0,0
Oklahoma,OK,2011,2,1,0,0,0,0,1,1
Oklahoma,OK,2011,9,8,8,7,0,0,1,1
Oklahoma,OK,2011,6,5,4,3,1,1,1,1
Oklahoma,OK,2011,36,23,32,21,4,2,0,0
Oklahoma,OK,2011,3,3,2,2,0,0,1,1
Oklahoma,OK,2011,10,10,6,6,3,3,1,1
Oklahoma,OK,2011,70,41,55,30,7,5,8,6
Oklahoma,OK,2011,12,11,8,7,2,2,2,2
Oklahoma,OK,2011,8,7,6,5,1,1,1,1
Oklahoma,OK,2011,48,21,38,20,6,0,5,1
Oklahoma,OK,2011,31,30,18,16,6,6,8,8
Oklahoma,OK,2011,16,15,11,10,2,2,3,3
Oklahoma,OK,2011,20,15,14,10,3,3,2,2
Oklahoma,OK,2011,8,8,4,4,1,1,3,3
Oklahoma,OK,2011,16,15,13,12,2,2,1,1
Oklahoma,OK,2011,29,23,19,14,1,0,9,9
Oklahoma,OK,2011,13,8,8,6,0,0,4,2
Oklahoma,OK,2011,8,6,6,4,1,1,1,1
Oklahoma,OK,2011,8,8,6,6,0,0,2,2
Oklahoma,OK,2011,29,24,25,19,4,4,1,1
Oklahoma,OK,2011,8,7,6,6,1,1,0,0
Oklahoma,OK,2011,121,60,106,48,12,9,4,3
Oklahoma,OK,2011,8,4,8,4,0,0,0,0
Oklahoma,OK,2011,6,6,2,2,1,1,3,3
Oklahoma,OK,2011,9,8,6,5,2,2,1,1
Oklahoma,OK,2011,2440,767,2073,613,99,66,268,88
Oklahoma,OK,2011,35,26,27,18,8,8,0,0
Oklahoma,OK,2011,20,19,14,14,0,0,5,5
Oklahoma,OK,2011,34,20,23,12,3,2,8,6
Oklahoma,OK,2011,14,13,10,10,3,3,1,0
Oklahoma,OK,2011,122,73,100,56,9,9,14,8
Oklahoma,OK,2011,70,34,58,25,8,6,5,3
Oklahoma,OK,2011,84,45,61,29,6,6,17,10
Oklahoma,OK,2011,82,59,61,39,8,8,12,12
Oklahoma,OK,2011,8,7,4,4,0,0,3,3
Oklahoma,OK,2011,3,3,2,2,0,0,1,1
Oklahoma,OK,2011,81,53,64,42,7,6,10,5
Oklahoma,OK,2011,35,29,19,14,9,9,6,6
Oklahoma,OK,2011,27,26,20,19,2,2,5,5
Oklahoma,OK,2011,53,31,40,26,8,3,5,2
Oklahoma,OK,2011,16,13,14,12,1,1,0,0
Oklahoma,OK,2011,6,6,4,3,2,2,1,1
Oklahoma,OK,2011,1881,737,1628,649,108,56,145,32
Oklahoma,OK,2011,24,23,18,16,3,3,4,4
Oklahoma,OK,2011,83,37,68,31,6,3,8,3
Oklahoma,OK,2011,2,2,2,2,0,0,0,0
Oklahoma,OK,2011,8,8,6,6,1,1,1,1
Oklahoma,OK,2011,35,19,30,15,4,3,1,1
Oregon,OR,2011,32,18,20,9,7,5,5,4
Oregon,OR,2011,280,117,222,91,24,16,34,10
Oregon,OR,2011,738,370,623,298,92,62,22,10
Oregon,OR,2011,65,44,48,29,11,11,6,4
Oregon,OR,2011,37,26,20,13,8,4,9,9
Oregon,OR,2011,142,81,110,58,24,21,8,2
Oregon,OR,2011,16,10,10,6,0,0,6,4
Oregon,OR,2011,32,27,20,14,10,10,3,3
Oregon,OR,2011,452,170,340,130,35,22,78,18
Oregon,OR,2011,194,100,152,70,28,24,14,6
Oregon,OR,2011,3,3,1,1,0,0,2,2
Oregon,OR,2011,7,7,6,6,1,1,0,0
Oregon,OR,2011,8,7,4,3,3,3,1,1
Oregon,OR,2011,101,40,84,31,8,3,10,6
Oregon,OR,2011,565,266,430,181,88,68,47,17
Oregon,OR,2011,22,20,16,14,4,4,2,2
Oregon,OR,2011,152,83,114,59,24,18,14,6
Oregon,OR,2011,179,114,145,91,22,16,12,7
Oregon,OR,2011,10,8,6,5,3,2,1,1
Oregon,OR,2011,923,403,760,324,88,60,76,19
Oregon,OR,2011,86,62,60,39,15,12,11,11
Oregon,OR,2011,153,90,134,76,12,9,7,5
Oregon,OR,2011,69,44,46,24,8,8,15,12
Oregon,OR,2011,615,279,504,212,55,42,56,25
Oregon,OR,2011,8,8,5,5,0,0,3,3
Oregon,OR,2011,2454,870,2097,709,209,113,148,48
Oregon,OR,2011,68,55,40,32,14,9,14,14
Oregon,OR,2011,0,0,0,0,0,0,0,0
Oregon,OR,2011,42,30,28,17,8,7,6,6
Oregon,OR,2011,102,56,76,37,18,14,8,5
Oregon,OR,2011,45,23,39,20,6,3,0,0
Oregon,OR,2011,10,10,7,7,2,2,1,1
Oregon,OR,2011,76,33,59,19,8,6,8,8
Oregon,OR,2011,1343,567,1151,479,97,58,95,30
Oregon,OR,2011,3,3,1,1,0,0,2,2
Oregon,OR,2011,149,85,125,70,14,8,10,7
Pennsylvania,PA,2011,120,70,96,52,16,14,8,4
Pennsylvania,PA,2011,4823,1547,4104,1333,298,134,421,80
Pennsylvania,PA,2011,103,60,75,43,18,10,10,7
Pennsylvania,PA,2011,282,143,235,120,13,9,35,14
Pennsylvania,PA,2011,64,38,45,24,5,4,14,10
Pennsylvania,PA,2011,881,390,730,319,67,32,85,39
Pennsylvania,PA,2011,422,151,325,115,21,8,77,28
Pennsylvania,PA,2011,195,65,149,45,27,11,18,9
Pennsylvania,PA,2011,1451,636,1241,505,121,80,89,51
Pennsylvania,PA,2011,356,183,285,141,29,22,43,20
Pennsylvania,PA,2011,335,149,267,114,15,7,53,28
Pennsylvania,PA,2011,6,7,4,4,2,2,1,1
Pennsylvania,PA,2011,82,36,67,28,6,4,9,4
Pennsylvania,PA,2011,356,142,277,104,34,20,46,18
Pennsylvania,PA,2011,1042,473,844,396,114,65,84,12
Pennsylvania,PA,2011,83,49,62,32,10,10,10,7
Pennsylvania,PA,2011,167,68,126,48,18,8,23,12
Pennsylvania,PA,2011,49,37,34,22,3,3,12,12
Pennsylvania,PA,2011,106,68,89,54,7,6,10,8
Pennsylvania,PA,2011,164,90,128,70,19,13,16,7
Pennsylvania,PA,2011,621,270,516,207,52,35,53,28
Pennsylvania,PA,2011,1285,365,1043,278,124,49,118,38
Pennsylvania,PA,2011,1617,616,1410,535,103,57,104,24
Pennsylvania,PA,2011,59,29,45,22,4,0,10,7
Pennsylvania,PA,2011,721,285,547,220,77,40,96,25
Pennsylvania,PA,2011,231,111,186,86,22,16,24,9
Pennsylvania,PA,2011,1,0,0,0,0,0,0,0
Pennsylvania,PA,2011,295,144,234,106,25,17,36,21
Pennsylvania,PA,2011,28,12,23,8,1,0,4,4
Pennsylvania,PA,2011,51,35,34,19,8,8,8,8
Pennsylvania,PA,2011,62,34,43,20,4,2,15,12
Pennsylvania,PA,2011,146,71,120,59,12,7,14,5
Pennsylvania,PA,2011,74,48,54,30,4,3,16,15
Pennsylvania,PA,2011,13,13,7,7,0,0,6,6
Pennsylvania,PA,2011,593,228,467,177,52,27,74,24
Pennsylvania,PA,2011,1106,520,907,412,114,70,84,38
Pennsylvania,PA,2011,152,62,128,49,11,8,12,5
Pennsylvania,PA,2011,254,94,210,76,16,8,28,10
Pennsylvania,PA,2011,1297,484,1039,387,133,56,125,41
Pennsylvania,PA,2011,725,327,608,265,42,20,74,42
Pennsylvania,PA,2011,297,134,238,101,24,14,36,19
Pennsylvania,PA,2011,67,33,52,22,8,6,7,5
Pennsylvania,PA,2011,343,134,283,100,31,22,29,12
Pennsylvania,PA,2011,87,41,74,32,5,5,8,4
Pennsylvania,PA,2011,302,125,241,94,20,13,40,18
Pennsylvania,PA,2011,2464,961,2181,821,172,98,111,42
Pennsylvania,PA,2011,313,30,263,28,25,2,25,0
Pennsylvania,PA,2011,797,302,633,235,66,37,98,30
Pennsylvania,PA,2011,91,65,72,47,4,4,15,14
Pennsylvania,PA,2011,29,29,24,24,2,2,3,3
Pennsylvania,PA,2011,5539,1690,4954,1460,391,166,195,64
Pennsylvania,PA,2011,34,21,31,17,2,2,2,2
Pennsylvania,PA,2011,46,21,33,13,1,0,12,8
Pennsylvania,PA,2011,227,117,195,94,11,8,22,15
Pennsylvania,PA,2011,59,40,45,27,7,7,6,6
Pennsylvania,PA,2011,123,65,94,46,11,10,18,9
Pennsylvania,PA,2011,4,4,3,3,0,0,1,1
Pennsylvania,PA,2011,42,27,31,17,5,4,6,6
Pennsylvania,PA,2011,58,40,39,26,12,8,6,6
Pennsylvania,PA,2011,118,56,80,34,11,10,27,12
Pennsylvania,PA,2011,123,65,85,42,23,18,16,5
Pennsylvania,PA,2011,83,43,62,28,9,5,13,10
Pennsylvania,PA,2011,403,174,332,141,42,25,28,8
Pennsylvania,PA,2011,84,45,64,29,12,10,8,6
Pennsylvania,PA,2011,623,305,507,246,39,18,77,41
Pennsylvania,PA,2011,45,37,30,23,6,5,9,9
Pennsylvania,PA,2011,926,463,770,384,80,50,76,29
Rhode Island,RI,2011,62,44,53,36,7,7,1,1
Rhode Island,RI,2011,435,182,371,146,43,22,21,14
Rhode Island,RI,2011,147,72,132,63,13,8,2,1
Rhode Island,RI,2011,2011,732,1744,612,176,87,92,33
Rhode Island,RI,2011,268,129,222,103,29,16,18,10
South Carolina,SC,2011,25,18,20,14,4,4,1,0
South Carolina,SC,2011,184,82,149,57,22,19,13,6
South Carolina,SC,2011,11,10,7,6,2,2,2,2
South Carolina,SC,2011,319,135,281,116,26,17,13,2
South Carolina,SC,2011,17,13,10,6,6,6,1,1
South Carolina,SC,2011,24,20,14,10,8,8,2,2
South Carolina,SC,2011,309,140,264,109,26,17,19,14
South Carolina,SC,2011,104,64,78,42,14,12,12,10
South Carolina,SC,2011,6,5,5,4,0,0,1,1
South Carolina,SC,2011,1768,518,1548,434,96,44,125,40
South Carolina,SC,2011,53,32,43,24,5,4,6,4
South Carolina,SC,2011,34,21,27,15,3,2,4,4
South Carolina,SC,2011,31,23,23,17,7,4,2,2
South Carolina,SC,2011,42,28,30,18,9,8,2,2
South Carolina,SC,2011,43,30,34,21,5,5,4,4
South Carolina,SC,2011,92,63,74,46,17,16,1,1
South Carolina,SC,2011,32,21,24,15,8,6,0,0
South Carolina,SC,2011,152,91,113,60,17,13,22,18
South Carolina,SC,2011,14,10,11,8,2,1,1,1
South Carolina,SC,2011,13,12,9,8,4,4,0,0
South Carolina,SC,2011,424,185,372,151,32,24,20,10
South Carolina,SC,2011,113,71,98,59,8,7,7,5
South Carolina,SC,2011,1477,586,1242,496,164,78,72,12
South Carolina,SC,2011,223,91,196,77,15,12,12,2
South Carolina,SC,2011,18,15,11,9,4,4,2,2
South Carolina,SC,2011,533,242,441,189,56,41,35,12
South Carolina,SC,2011,38,23,26,12,9,8,3,3
South Carolina,SC,2011,91,49,76,36,10,10,5,3
South Carolina,SC,2011,109,60,90,42,14,14,5,4
South Carolina,SC,2011,60,41,52,34,8,7,0,0
South Carolina,SC,2011,9,8,5,4,4,4,0,0
South Carolina,SC,2011,442,200,381,162,50,34,12,4
South Carolina,SC,2011,7,7,4,4,2,2,1,1
South Carolina,SC,2011,39,28,31,21,4,4,4,3
South Carolina,SC,2011,30,21,24,16,5,5,0,0
South Carolina,SC,2011,53,30,40,21,11,8,2,1
South Carolina,SC,2011,155,82,110,54,28,20,17,8
South Carolina,SC,2011,136,66,112,49,14,12,10,5
South Carolina,SC,2011,167,103,128,75,29,22,10,6
South Carolina,SC,2011,1161,413,994,349,109,50,58,14
South Carolina,SC,2011,12,13,6,6,7,7,0,0
South Carolina,SC,2011,546,214,460,190,52,20,33,4
South Carolina,SC,2011,169,84,142,69,11,7,16,8
South Carolina,SC,2011,25,16,21,12,4,4,0,0
